Commit_Message,Release_Notes,Pull_Request_Title,Successful_Builds_per_Day,Code_Coverage,Time_to_Resolve_Issues,Average_Time_to_Merge,Code_Complexity,Rating
Real-life example of commit message,Real-life example of release notes,Real-life example of pull request title,99,76,3,6,8,48.8
Real-life example of commit message,Real-life example of release notes,Real-life example of pull request title,86,77,17,8,7,32811.29999999999
Real-life example of commit message,Real-life example of release notes,Real-life example of pull request title,100,71,22,2,5,1048621.1
Real-life example of commit message,Real-life example of release notes,Real-life example of pull request title,80,83,9,7,5,170.35
Real-life example of commit message,Real-life example of release notes,Real-life example of pull request title,80,79,10,2,7,297.0
Real-life example of commit message,Real-life example of release notes,Real-life example of pull request title,89,86,27,9,6,33554477.95
Real-life example of commit message,Real-life example of release notes,Real-life example of pull request title,98,83,14,2,5,4143.0
Real-life example of commit message,Real-life example of release notes,Real-life example of pull request title,98,82,29,7,5,134217775.55
Real-life example of commit message,Real-life example of release notes,Real-life example of pull request title,91,89,4,8,8,51.2
Real-life example of commit message,Real-life example of release notes,Real-life example of pull request title,84,87,17,4,6,32811.99999999999
Real-life example of commit message,Real-life example of release notes,Real-life example of pull request title,100,83,8,7,8,112.64999999999999
Real-life example of commit message,Real-life example of release notes,Real-life example of pull request title,89,75,10,8,6,299.7
Real-life example of commit message,Real-life example of release notes,Real-life example of pull request title,90,94,23,7,7,2097199.65
Real-life example of commit message,Real-life example of release notes,Real-life example of pull request title,100,74,19,5,7,131118.35
Real-life example of commit message,Real-life example of release notes,Real-life example of pull request title,100,72,27,6,7,33554478.2
Real-life example of commit message,Real-life example of release notes,Real-life example of pull request title,91,91,15,10,6,8239.800000000001
Real-life example of commit message,Real-life example of release notes,Real-life example of pull request title,88,74,17,5,5,32810.549999999996
Real-life example of commit message,Real-life example of release notes,Real-life example of pull request title,97,74,17,2,8,32813.200000000004
Real-life example of commit message,Real-life example of release notes,Real-life example of pull request title,98,81,6,7,6,63.449999999999996
Real-life example of commit message,Real-life example of release notes,Real-life example of pull request title,93,94,23,3,6,2097199.8500000006
Real-life example of commit message,Real-life example of release notes,Real-life example of pull request title,90,95,22,8,8,1048624.1
Real-life example of commit message,Real-life example of release notes,Real-life example of pull request title,98,91,27,4,5,33554480.900000006
Real-life example of commit message,Real-life example of release notes,Real-life example of pull request title,93,83,5,1,5,53.35
Real-life example of commit message,Real-life example of release notes,Real-life example of pull request title,94,92,17,6,6,32816.299999999996
Real-life example of commit message,Real-life example of release notes,Real-life example of pull request title,95,73,12,6,8,1069.0
Real-life example of commit message,Real-life example of release notes,Real-life example of pull request title,87,84,16,5,6,16428.35
Real-life example of commit message,Real-life example of release notes,Real-life example of pull request title,98,75,25,1,6,8388653.35
Real-life example of commit message,Real-life example of release notes,Real-life example of pull request title,86,83,13,6,8,2092.3
Real-life example of commit message,Real-life example of release notes,Real-life example of pull request title,94,73,23,9,6,2097196.95
Real-life example of commit message,Real-life example of release notes,Real-life example of pull request title,92,73,22,6,5,1048619.7999999998
Real-life example of commit message,Real-life example of release notes,Real-life example of pull request title,93,91,5,9,6,56.25
Real-life example of commit message,Real-life example of release notes,Real-life example of pull request title,94,74,13,1,8,2092.05
Real-life example of commit message,Real-life example of release notes,Real-life example of pull request title,86,87,3,7,7,47.150000000000006
Real-life example of commit message,Real-life example of release notes,Real-life example of pull request title,93,77,11,3,6,556.45
Real-life example of commit message,Real-life example of release notes,Real-life example of pull request title,100,78,19,8,7,131119.70000000004
Real-life example of commit message,Real-life example of release notes,Real-life example of pull request title,89,87,22,10,8,1048622.6
